country,year,co2_emissions,greenhouse_gas_emissions,cereal_yield,population_growth,GDP,fresh_water,urban_population,renewable_electricity,total_population,renewable_energy_consumption
Antigua and Barbuda,2001,,,,1.53371156016655,,,,,,
Antigua and Barbuda,2000,,,,1.65779341376666,,,,,,
Antigua and Barbuda,1999,,,,1.7064071466556,,,,,,
Antigua and Barbuda,1998,,,,1.88335770520301,,,,,,
Antigua and Barbuda,1997,,,,2.01402393932023,,,,,,
Antigua and Barbuda,1996,,,,2.02617716277517,,,,,,
Antigua and Barbuda,1995,,,,1.95769151764103,,,,,,
Antigua and Barbuda,1994,,,,1.86302470544504,,,,,,
Antigua and Barbuda,1993,,,,1.80091155382854,,,,,,
Antigua and Barbuda,1992,,,,1.59793879677082,,,,,,
Antigua and Barbuda,1991,,,,0.4820349277923,,,,,,
Antigua and Barbuda,1990,,,,-0.485177852283798,,,,,,
Costa Rica,2020,,,,0.755771068349343,,,,,,
Costa Rica,2019,,,,0.865128346659953,,,,,,
Costa Rica,2018,,,,0.934615300864476,,,,,,
Costa Rica,2017,,,,0.978713315995535,,,,,,
Costa Rica,2016,,,,1.01547072688832,,,,,,
Costa Rica,2015,,,,1.04634340433544,,,,,,
Costa Rica,2014,,,,1.09494595424381,,,,,,
Costa Rica,2013,,,,1.1532718484809,,,,,,
Costa Rica,2012,,,,1.20358030533586,,,,,,
Costa Rica,2011,,,,1.24002656207939,,,,,,
Costa Rica,2010,,,,1.2873898093698,,,,,,
Costa Rica,2009,,,,1.35039395502168,,,,,,
Costa Rica,2008,,,,1.38455388597677,,,,,,
Costa Rica,2007,,,,1.40273700394929,,,,,,
Costa Rica,2006,,,,1.43284202712965,,,,,,
Costa Rica,2005,,,,1.47252758666781,,,,,,
Costa Rica,2004,,,,1.52086528848105,,,,,,
Costa Rica,2003,,,,1.58793253810516,,,,,,
Costa Rica,2002,,,,1.69774908835068,,,,,,
Costa Rica,2001,,,,1.84330854695316,,,,,,
Costa Rica,2000,,,,1.97358823214158,,,,,,
Costa Rica,1999,,,,2.07208096201444,,,,,,
Costa Rica,1998,,,,2.1691556368856,,,,,,
Costa Rica,1997,,,,2.24971306873938,,,,,,
Costa Rica,1996,,,,2.30683799579665,,,,,,
Costa Rica,1995,,,,2.37065492148785,,,,,,
Costa Rica,1994,,,,2.43045420119032,,,,,,
Costa Rica,1993,,,,2.48055361450883,,,,,,
Costa Rica,1992,,,,2.51561993414361,,,,,,
Costa Rica,1991,,,,2.53734226281102,,,,,,
Costa Rica,1990,,,,2.54138328976122,,,,,,
Curacao,2020,,,,-1.59676619476798,,,,,,
Curacao,2019,,,,-1.19643951751799,,,,,,
Curacao,2018,,,,-0.525178744011738,,,,,,
Curacao,2017,,,,0.319536038312865,,,,,,
Curacao,2016,,,,1.06031644056836,,,,,,
Curacao,2015,,,,1.31959390251523,,,,,,
Curacao,2014,,,,1.34764139563651,,,,,,
Curacao,2013,,,,1.13367890654299,,,,,,
Curacao,2012,,,,0.829929595036991,,,,,,
Curacao,2011,,,,1.42089766276671,,,,,,
Curacao,2010,,,,1.26551415533004,,,,,,
Curacao,2009,,,,0.65115206175087,,,,,,
Curacao,2008,,,,1.25822530732751,,,,,,
Curacao,2007,,,,1.97486219793502,,,,,,
Curacao,2006,,,,2.56811425717747,,,,,,
Curacao,2005,,,,2.55007380740239,,,,,,
Curacao,2004,,,,1.72502952808587,,,,,,
Curacao,2003,,,,2.06210246711066,,,,,,
Curacao,2002,,,,0.122361119924304,,,,,,
Curacao,2001,,,,-3.6617798581649,,,,,,
Curacao,2000,,,,-4.07538613162288,,,,,,
Curacao,1999,,,,-3.55373781613171,,,,,,
Curacao,1998,,,,-1.70475050957122,,,,,,
Curacao,1997,,,,0.443290344067027,,,,,,
Curacao,1996,,,,0.800841487823614,,,,,,
Curacao,1995,,,,0.351314684120746,,,,,,
Curacao,1994,,,,0.229122133675804,,,,,,
Curacao,1993,,,,0.268553408849753,,,,,,
Curacao,1992,,,,-0.340600020579915,,,,,,
Curacao,1991,,,,-0.688056323323484,,,,,,
Curacao,1990,,,,-1.05153583877637,,,,,,
Algeria,2020,,,,1.73245672803153,,,,,,
Algeria,2019,,,,1.83944488568624,,,,,,
Algeria,2018,,,,1.9033254281097,,,,,,
Algeria,2017,,,,1.95700247075081,,,,,,
Algeria,2016,,,,1.99343168879913,,,,,,
Algeria,2015,,,,1.99994605069585,,,,,,
Algeria,2014,,,,1.97904881035906,,,,,,
Algeria,2013,,,,1.9667158178046,,,,,,
Algeria,2012,,,,1.94310213435967,,,,,,
Algeria,2011,,,,1.89839428094337,,,,,,
Algeria,2010,,,,1.85870199052442,,,,,,
Algeria,2009,,,,1.79590393152832,,,,,,
Algeria,2008,,,,1.70897167476718,,,,,,
Algeria,2007,,,,1.62790867702938,,,,,,
Algeria,2006,,,,1.44113729642515,,,,,,
Algeria,2005,,,,1.36408196251206,,,,,,
Algeria,2004,,,,1.40727321515229,,,,,,
Algeria,2003,,,,1.35423891111813,,,,,,
Algeria,2002,,,,1.34886695233422,,,,,,
Algeria,2001,,,,1.37593080261361,,,,,,
Algeria,2000,,,,1.40229085828763,,,,,,
Algeria,1999,,,,1.39842912410864,,,,,,
Algeria,1998,,,,1.51057323725397,,,,,,
Algeria,1997,,,,1.68115971162844,,,,,,
Algeria,1996,,,,1.76331956063309,,,,,,
Algeria,1995,,,,1.91804419938335,,,,,,
Algeria,1994,,,,2.10774651269655,,,,,,
Algeria,1993,,,,2.24036926865414,,,,,,
Algeria,1992,,,,2.32375186283265,,,,,,
Algeria,1991,,,,2.3846528039865,,,,,,
Algeria,1990,,,,2.4940676377263,,,,,,
Lesotho,2020,,,,1.26784087310275,,,,,,
Lesotho,2019,,,,1.25167812193172,,,,,,
Lesotho,2018,,,,1.25441313204544,,,,,,
Lesotho,2017,,,,1.2397919001165,,,,,,
Lesotho,2016,,,,1.18953362244047,,,,,,
Lesotho,2015,,,,1.10491438799432,,,,,,
Lesotho,2014,,,,1.02193622193702,,,,,,
Lesotho,2013,,,,0.931108535565663,,,,,,
Lesotho,2012,,,,0.832817872899488,,,,,,
Lesotho,2011,,,,0.735394495013464,,,,,,
Lesotho,2010,,,,0.673528482706333,,,,,,
Lesotho,2009,,,,0.707013588718218,,,,,,
Lesotho,2008,,,,0.580575262050289,,,,,,
Lesotho,2007,,,,0.337605696087044,,,,,,
Lesotho,2006,,,,-0.0325729277343265,,,,,,
Lesotho,2005,,,,-0.401735875452327,,,,,,
Lesotho,2004,,,,-0.384374749020571,,,,,,
Lesotho,2003,,,,-0.22573259882656,,,,,,
Lesotho,2002,,,,-0.0970226047692506,,,,,,
Lesotho,2001,,,,0.0421699997470092,,,,,,
Lesotho,2000,,,,0.219741612882212,,,,,,
Lesotho,1999,,,,0.432375301790158,,,,,,
Lesotho,1998,,,,0.659895306055731,,,,,,
Lesotho,1997,,,,0.890150357476258,,,,,,
Lesotho,1996,,,,1.08090758779064,,,,,,
Lesotho,1995,,,,1.2191932944884,,,,,,
Lesotho,1994,,,,1.32579415797881,,,,,,
Lesotho,1993,,,,1.44078924292089,,,,,,
Lesotho,1992,,,,1.57258523845161,,,,,,
Lesotho,1991,,,,1.6818337468005,,,,,,
Lesotho,1990,,,,1.78945956453694,,,,,,
Lithuania,2020,,,,0.0267667582795671,,,,,,
Lithuania,2019,,,,-0.264704354944785,,,,,,
Lithuania,2018,,,,-0.954190459209969,,,,,,
Lithuania,2017,,,,-1.39832220092102,,,,,,
Lithuania,2016,,,,-1.27069453298857,,,,,,
Lithuania,2015,,,,-0.940753796646208,,,,,,
Lithuania,2014,,,,-0.859827343070249,,,,,,
Lithuania,2013,,,,-1.01200736818103,,,,,,
Lithuania,2012,,,,-1.34120198821595,,,,,,
Lithuania,2011,,,,-2.25846389882827,,,,,,
Lithuania,2010,,,,-2.09694341985475,,,,,,
Lithuania,2009,,,,-1.11034575437238,,,,,,
Lithuania,2008,,,,-1.02848317546539,,,,,,
Lithuania,2007,,,,-1.187947957259,,,,,,
Lithuania,2006,,,,-1.59637831830094,,,,,,
Lithuania,2005,,,,-1.62840112593427,,,,,,
Lithuania,2004,,,,-1.12299127483243,,,,,,
Lithuania,2003,,,,-0.812278097406687,,,,,,
Lithuania,2002,,,,-0.802765710748508,,,,,,
Lithuania,2001,,,,-0.824008723044179,,,,,,
Lithuania,2000,,,,-0.703385440488978,,,,,,
Lithuania,1999,,,,-0.709489234071613,,,,,,
Lithuania,1998,,,,-0.724436206600195,,,,,,
Lithuania,1997,,,,-0.737830358066631,,,,,,
Lithuania,1996,,,,-0.760343408174495,,,,,,
Lithuania,1995,,,,-0.769728017770742,,,,,,
Lithuania,1994,,,,-0.694003962919015,,,,,,
Lithuania,1993,,,,-0.474107542700159,,,,,,
Lithuania,1992,,,,-0.108586324904251,,,,,,
Lithuania,1991,,,,0.170116869352429,,,,,,
Lithuania,1990,,,,0.367999030323355,,,,,,
Madagascar,2020,,,,2.48242289292055,,,,,,
Madagascar,2019,,,,2.52531662828285,,,,,,
Madagascar,2018,,,,2.55407704067255,,,,,,
Madagascar,2017,,,,2.58416485189804,,,,,,
Madagascar,2016,,,,2.58601148442291,,,,,,
Madagascar,2015,,,,2.58818714317603,,,,,,
Madagascar,2014,,,,2.6271377711217,,,,,,
Madagascar,2013,,,,2.67158913972617,,,,,,
Madagascar,2012,,,,2.72814099743688,,,,,,
Madagascar,2011,,,,2.80016501090231,,,,,,
Madagascar,2010,,,,2.86594914827117,,,,,,
Madagascar,2009,,,,2.8994727895916,,,,,,
Madagascar,2008,,,,2.91149152987358,,,,,,
Madagascar,2007,,,,2.92652452166253,,,,,,
Madagascar,2006,,,,2.92675246207207,,,,,,
Madagascar,2005,,,,2.92328568439833,,,,,,
Madagascar,2004,,,,2.9270346495312,,,,,,
Madagascar,2003,,,,2.93341631578179,,,,,,
Madagascar,2002,,,,2.96156859041379,,,,,,
Madagascar,2001,,,,2.99623070466098,,,,,,
Madagascar,2000,,,,3.03990100767654,,,,,,
Madagascar,1999,,,,3.0985230327836,,,,,,
Madagascar,1998,,,,3.14400562356494,,,,,,
Madagascar,1997,,,,3.17213384146486,,,,,,
Madagascar,1996,,,,3.18132685558576,,,,,,
Madagascar,1995,,,,3.17194065075098,,,,,,
Madagascar,1994,,,,3.14523601234613,,,,,,
Madagascar,1993,,,,3.094667743784,,,,,,
Madagascar,1992,,,,3.04087164695388,,,,,,
Madagascar,1991,,,,3.00501448400904,,,,,,
Madagascar,1990,,,,2.95525730694496,,,,,,
Russian Federation,2020,,,,-0.230950388878624,,,,,,
Russian Federation,2019,,,,-0.0495686654330689,,,,,,
Russian Federation,2018,,,,-0.0130668924933287,,,,,,
Russian Federation,2017,,,,0.106870569429971,,,,,,
Russian Federation,2016,,,,0.170245238698228,,,,,,
Russian Federation,2015,,,,0.192557946508244,,,,,,
Russian Federation,2014,,,,0.217642262118,,,,,,
Russian Federation,2013,,,,0.212950704549247,,,,,,
Russian Federation,2012,,,,0.168305035277726,,,,,,
Russian Federation,2011,,,,0.077981777433695,,,,,,
Russian Federation,2010,,,,0.0448957880908489,,,,,,
Russian Federation,2009,,,,0.0301077605196216,,,,,,
Russian Federation,2008,,,,-0.0439492591634852,,,,,,
Russian Federation,2007,,,,-0.17108203294568,,,,,,
Russian Federation,2006,,,,-0.327445270108383,,,,,,
Russian Federation,2005,,,,-0.381452794741516,,,,,,
Russian Federation,2004,,,,-0.402681471328549,,,,,,
Russian Federation,2003,,,,-0.453780668020263,,,,,,
Russian Federation,2002,,,,-0.460024258081391,,,,,,
Russian Federation,2001,,,,-0.424090524785415,,,,,,
Russian Federation,2000,,,,-0.420614990249978,,,,,,
Russian Federation,1999,,,,-0.309278191504336,,,,,,
Russian Federation,1998,,,,-0.165486143348056,,,,,,
Russian Federation,1997,,,,-0.165341653753189,,,,,,
Russian Federation,1996,,,,-0.145451546598357,,,,,,
Russian Federation,1995,,,,-0.0216487632128753,,,,,,
Russian Federation,1994,,,,-0.0342679070319955,,,,,,
Russian Federation,1993,,,,-0.0534820276606834,,,,,,
Russian Federation,1992,,,,0.0969789790408762,,,,,,
Russian Federation,1991,,,,0.286681129515534,,,,,,
Russian Federation,1990,,,,0.168018341182166,,,,,,
Suriname,2020,,,,1.12046732560236,,,,,,
Suriname,2019,,,,1.10317898471941,,,,,,
Suriname,2018,,,,1.04227397350428,,,,,,
Suriname,2017,,,,1.04465232671753,,,,,,
Suriname,2016,,,,1.03343565089089,,,,,,
Suriname,2015,,,,1.01174763212586,,,,,,
Suriname,2014,,,,1.0118034959337,,,,,,
Suriname,2013,,,,1.04024081216499,,,,,,
Suriname,2012,,,,1.07453632709163,,,,,,
Suriname,2011,,,,1.10470189002797,,,,,,
Suriname,2010,,,,1.1220419963936,,,,,,
Suriname,2009,,,,1.12653378438719,,,,,,
Suriname,2008,,,,1.12857216018121,,,,,,
Suriname,2007,,,,1.12823575341268,,,,,,
Suriname,2006,,,,1.11786170080844,,,,,,
Suriname,2005,,,,1.10013653489516,,,,,,
Suriname,2004,,,,1.33920010200757,,,,,,
Suriname,2003,,,,1.62373520363101,,,,,,
Suriname,2002,,,,1.68294819033744,,,,,,
Suriname,2001,,,,1.73764088610001,,,,,,
Suriname,2000,,,,1.79897337334452,,,,,,
Suriname,1999,,,,1.86852349004705,,,,,,
Suriname,1998,,,,1.93788071608826,,,,,,
Suriname,1997,,,,2.01920275919666,,,,,,
Suriname,1996,,,,2.12776891692143,,,,,,
Suriname,1995,,,,1.84480249192521,,,,,,
Suriname,1994,,,,0.983135952716849,,,,,,
Suriname,1993,,,,0.677996078537718,,,,,,
Suriname,1992,,,,0.847399810778334,,,,,,
Suriname,1991,,,,0.778296680225423,,,,,,
Suriname,1990,,,,1.07074810382247,,,,,,
Sweden,2020,,,,0.722703912882934,,,,,,
Sweden,2019,,,,1.01372226345511,,,,,,
Sweden,2018,,,,1.16164515996039,,,,,,
Sweden,2017,,,,1.34744505956262,,,,,,
Sweden,2016,,,,1.25645398510305,,,,,,
Sweden,2015,,,,1.05745468551674,,,,,,
Sweden,2014,,,,0.992219728591882,,,,,,
Sweden,2013,,,,0.847348652246305,,,,,,
Sweden,2012,,,,0.739763272434863,,,,,,
Sweden,2011,,,,0.755150133665177,,,,,,
Sweden,2010,,,,0.852524628765313,,,,,,
Sweden,2009,,,,0.851904412936677,,,,,,
Sweden,2008,,,,0.779033290770134,,,,,,
Sweden,2007,,,,0.741552514625445,,,,,,
Sweden,2006,,,,0.562483906481893,,,,,,
Sweden,2005,,,,0.399942762807279,,,,,,
Sweden,2004,,,,0.393298991357658,,,,,,
Sweden,2003,,,,0.372092942799084,,,,,,
Sweden,2002,,,,0.325438067703728,,,,,,
Sweden,2001,,,,0.268470527954234,,,,,,
Sweden,2000,,,,0.160575484575313,,,,,,
Sweden,1999,,,,0.0779271508703018,,,,,,
Sweden,1998,,,,0.0555121222123307,,,,,,
Sweden,1997,,,,0.0572622034229794,,,,,,
Sweden,1996,,,,0.159147080582875,,,,,,
Sweden,1995,,,,0.524703941553734,,,,,,
Sweden,1994,,,,0.710705461619655,,,,,,
Sweden,1993,,,,0.580838814302139,,,,,,
Sweden,1992,,,,0.586529928761034,,,,,,
Sweden,1991,,,,0.681643117607529,,,,,,
Sweden,1990,,,,0.772602675661167,,,,,,
Togo,2020,,,,2.39121902175851,,,,,,
Togo,2019,,,,2.41162991553907,,,,,,
Togo,2018,,,,2.43899403472361,,,,,,
Togo,2017,,,,2.46807888446754,,,,,,
Togo,2016,,,,2.48615624048351,,,,,,
Togo,2015,,,,2.50454574117742,,,,,,
Togo,2014,,,,2.53099873501229,,,,,,
Togo,2013,,,,2.55975980782637,,,,,,
Togo,2012,,,,2.60283805012609,,,,,,
Togo,2011,,,,2.65496081549196,,,,,,
Togo,2010,,,,2.6713169382967,,,,,,
Togo,2009,,,,2.791410472239,,,,,,
Togo,2008,,,,2.85177808134201,,,,,,
Togo,2007,,,,2.90743917538544,,,,,,
Togo,2006,,,,2.80780206331491,,,,,,
Togo,2005,,,,2.59625119615377,,,,,,
Togo,2004,,,,2.6255672619467,,,,,,
Togo,2003,,,,2.60631415651139,,,,,,
Togo,2002,,,,2.61091784886825,,,,,,
Togo,2001,,,,2.70645421009308,,,,,,
Togo,2000,,,,2.8372567506566,,,,,,
Togo,1999,,,,2.9105959694942,,,,,,
Togo,1998,,,,2.91296700256051,,,,,,
Togo,1997,,,,3.24569259578892,,,,,,
Togo,1996,,,,3.81268968232353,,,,,,
Togo,1995,,,,4.46682055593466,,,,,,
Togo,1994,,,,0.348060393944311,,,,,,
Togo,1993,,,,-0.679986067077104,,,,,,
Togo,1992,,,,2.86575395931882,,,,,,
Togo,1991,,,,2.90550941174001,,,,,,
Togo,1990,,,,2.9398928934769,,,,,,
Zimbabwe,2020,,,,2.03111171035477,,,,,,
Zimbabwe,2019,,,,1.98925274777043,,,,,,
Zimbabwe,2018,,,,2.02053728777103,,,,,,
Zimbabwe,2017,,,,2.04361989880383,,,,,,
Zimbabwe,2016,,,,2.08180572500247,,,,,,
Zimbabwe,2015,,,,2.13629423811133,,,,,,
Zimbabwe,2014,,,,2.19139105592343,,,,,,
Zimbabwe,2013,,,,2.1632674727572,,,,,,
Zimbabwe,2012,,,,1.82230856245569,,,,,,
Zimbabwe,2011,,,,1.43833913255502,,,,,,
Zimbabwe,2010,,,,1.253649854212,,,,,,
Zimbabwe,2009,,,,1.02626500717403,,,,,,
Zimbabwe,2008,,,,0.798207023794335,,,,,,
Zimbabwe,2007,,,,0.969118750298355,,,,,,
Zimbabwe,2006,,,,0.861222619917424,,,,,,
Zimbabwe,2005,,,,0.523850608635102,,,,,,
Zimbabwe,2004,,,,0.701855595519876,,,,,,
Zimbabwe,2003,,,,0.757960496752579,,,,,,
Zimbabwe,2002,,,,0.616566778386599,,,,,,
Zimbabwe,2001,,,,0.642662969955232,,,,,,
Zimbabwe,2000,,,,1.0039687523875,,,,,,
Zimbabwe,1999,,,,1.44503967279215,,,,,,
Zimbabwe,1998,,,,1.62340353192012,,,,,,
Zimbabwe,1997,,,,1.6346887957256,,,,,,
Zimbabwe,1996,,,,1.66094598986875,,,,,,
Zimbabwe,1995,,,,1.23965585440755,,,,,,
Zimbabwe,1994,,,,0.588137236572384,,,,,,
Zimbabwe,1993,,,,1.43139224361787,,,,,,
Zimbabwe,1992,,,,2.50911907765175,,,,,,
Zimbabwe,1991,,,,2.57603314089831,,,,,,
Zimbabwe,1990,,,,2.68096013142779,,,,,,
Antigua and Barbuda,2020,,,,,1416348148.14815,,,,,
Antigua and Barbuda,2019,,,,,1675403703.7037,,,,,
Antigua and Barbuda,2018,,,,,1604770370.37037,,,,,
Antigua and Barbuda,2017,,,,,1467955555.55556,,,,,
Antigua and Barbuda,2016,,,,,1436585185.18519,,,,,
Antigua and Barbuda,2015,,,,,1336692592.59259,,,,,
Antigua and Barbuda,2014,,,,,1249733333.33333,,,,,
Antigua and Barbuda,2013,,,,,1181448148.14815,,,,,
Antigua and Barbuda,2012,,,,,1199948148.14815,,,,,
Antigua and Barbuda,2011,,,,,1137637037.03704,,,,,
Antigua and Barbuda,2010,,,,,1148700000.0,,,,,
Antigua and Barbuda,2009,,,,,1228329629.62963,,,,,
Antigua and Barbuda,2008,,,,,1370070370.37037,,,,,
Antigua and Barbuda,2007,,,,,1312759259.25926,,,,,
Antigua and Barbuda,2006,,,,,1157662962.96296,,,,,
Antigua and Barbuda,2005,,,,,1022962962.96296,,,,,
Antigua and Barbuda,2004,,,,,919729629.62963,,,,,
Antigua and Barbuda,2003,,,,,856396296.296296,,,,,
Antigua and Barbuda,2002,,,,,814381481.481481,,,,,
Antigua and Barbuda,2001,,,,,800481481.481481,,,,,
Antigua and Barbuda,2000,,,,,826370370.37037,,,,,
Antigua and Barbuda,1999,,,,,766200000.0,,,,,
Antigua and Barbuda,1998,,,,,727859259.259259,,,,,
Antigua and Barbuda,1997,,,,,680618518.518518,,,,,
Antigua and Barbuda,1996,,,,,633729629.62963,,,,,
Antigua and Barbuda,1995,,,,,577281481.481481,,,,,
Antigua and Barbuda,1994,,,,,589429629.62963,,,,,
Antigua and Barbuda,1993,,,,,535174074.074074,,,,,
Antigua and Barbuda,1992,,,,,499281481.481481,,,,,
Antigua and Barbuda,1991,,,,,481707407.407407,,,,,
Antigua and Barbuda,1990,,,,,459470370.37037,,,,,
Costa Rica,2020,,,,,62395610764.0705,,,,,
Costa Rica,2019,,,,,64417670555.7821,,,,,
Costa Rica,2018,,,,,62420164964.6987,,,,,
Costa Rica,2017,,,,,60516044623.4876,,,,,
Costa Rica,2016,,,,,58847019584.9144,,,,,
Costa Rica,2015,,,,,56441920823.7632,,,,,
Costa Rica,2014,,,,,52016408923.9289,,,,,
Costa Rica,2013,,,,,50949668885.9875,,,,,
Costa Rica,2012,,,,,47231655433.4666,,,,,
Costa Rica,2011,,,,,42762613705.7835,,,,,
Costa Rica,2010,,,,,37658614803.2775,,,,,
Costa Rica,2009,,,,,30745714326.9486,,,,,
Costa Rica,2008,,,,,30801744881.0001,,,,,
Costa Rica,2007,,,,,26884700345.0342,,,,,
Costa Rica,2006,,,,,22715540324.3032,,,,,
Costa Rica,2005,,,,,20040642476.9817,,,,,
Costa Rica,2004,,,,,18610594846.2083,,,,,
Costa Rica,2003,,,,,17271760506.9483,,,,,
Costa Rica,2002,,,,,16578820687.2881,,,,,
Costa Rica,2001,,,,,15976174336.9721,,,,,
Costa Rica,2000,,,,,15013629658.6521,,,,,
Costa Rica,1999,,,,,14254866281.1537,,,,,
Costa Rica,1998,,,,,13684255946.5765,,,,,
Costa Rica,1997,,,,,12614602382.2012,,,,,
Costa Rica,1996,,,,,11678424507.2457,,,,,
Costa Rica,1995,,,,,11578594259.8675,,,,,
Costa Rica,1994,,,,,10486787030.348,,,,,
Costa Rica,1993,,,,,9582868509.89998,,,,,
Costa Rica,1992,,,,,8564041894.92938,,,,,
Costa Rica,1991,,,,,7196276092.461,,,,,
Costa Rica,1990,,,,,5711687786.75989,,,,,
Curacao,2020,,,,,2496174748.60335,,,,,
Curacao,2019,,,,,2995185474.86034,,,,,
Curacao,2018,,,,,3020388826.81564,,,,,
Curacao,2017,,,,,3009497206.70391,,,,,
Curacao,2016,,,,,3014748603.35196,,,,,
Curacao,2015,,,,,3042737430.1676,,,,,
Curacao,2014,,,,,3048435754.18994,,,,,
Curacao,2013,,,,,3039944134.07821,,,,,
Curacao,2012,,,,,3024525139.6648,,,,,
Curacao,2011,,,,,2933128491.62011,,,,,
Curacao,2010,,,,,,,,,,
Curacao,2009,,,,,,,,,,
Curacao,2008,,,,,,,,,,
Curacao,2007,,,,,,,,,,
Curacao,2006,,,,,,,,,,
Curacao,2005,,,,,,,,,,
Curacao,2004,,,,,,,,,,
Curacao,2003,,,,,,,,,,
Curacao,2002,,,,,,,,,,
Curacao,2001,,,,,,,,,,
Curacao,2000,,,,,,,,,,
Curacao,1999,,,,,,,,,,
Curacao,1998,,,,,,,,,,
Curacao,1997,,,,,,,,,,
Curacao,1996,,,,,,,,,,
Curacao,1995,,,,,,,,,,
Curacao,1994,,,,,,,,,,
Curacao,1993,,,,,,,,,,
Curacao,1992,,,,,,,,,,
Curacao,1991,,,,,,,,,,
Curacao,1990,,,,,,,,,,
Algeria,2020,,,,,145743722826.258,,,,,
Algeria,2019,,,,,171760290068.157,,,,,
Algeria,2018,,,,,174910891124.491,,,,,
Algeria,2017,,,,,170096989042.831,,,,,
Algeria,2016,,,,,160034212613.438,,,,,
Algeria,2015,,,,,165979224316.667,,,,,
Algeria,2014,,,,,213809980720.787,,,,,
Algeria,2013,,,,,209755003250.664,,,,,
Algeria,2012,,,,,209059081828.261,,,,,
Algeria,2011,,,,,200013097903.17,,,,,
Algeria,2010,,,,,161207306304.794,,,,,
Algeria,2009,,,,,137211004291.274,,,,,
Algeria,2008,,,,,171000699876.747,,,,,
Algeria,2007,,,,,134977082623.78,,,,,
Algeria,2006,,,,,117027280692.356,,,,,
Algeria,2005,,,,,103198211973.242,,,,,
Algeria,2004,,,,,85332581188.6107,,,,,
Algeria,2003,,,,,67863850333.9526,,,,,
Algeria,2002,,,,,56760355865.0082,,,,,
Algeria,2001,,,,,54744698044.2331,,,,,
Algeria,2000,,,,,54790398813.0005,,,,,
Algeria,1999,,,,,48640671734.9711,,,,,
Algeria,1998,,,,,48187781711.0308,,,,,
Algeria,1997,,,,,48177612042.1507,,,,,
Algeria,1996,,,,,46941553939.5593,,,,,
Algeria,1995,,,,,41764291963.8532,,,,,
Algeria,1994,,,,,42543177031.1723,,,,,
Algeria,1993,,,,,49945585165.7899,,,,,
Algeria,1992,,,,,48003133346.9957,,,,,
Algeria,1991,,,,,45715676428.2766,,,,,
Algeria,1990,,,,,62048505222.3414,,,,,
Lesotho,2020,,,,,2117736527.79886,,,,,
Lesotho,2019,,,,,2436029587.61009,,,,,
Lesotho,2018,,,,,2556247155.56945,,,,,
Lesotho,2017,,,,,2306741598.79677,,,,,
Lesotho,2016,,,,,2114426468.65681,,,,,
Lesotho,2015,,,,,2359754087.58169,,,,,
Lesotho,2014,,,,,2441063169.47922,,,,,
Lesotho,2013,,,,,2367113170.00373,,,,,
Lesotho,2012,,,,,2477702252.80078,,,,,
Lesotho,2011,,,,,2579421686.24912,,,,,
Lesotho,2010,,,,,2234731973.55119,,,,,
Lesotho,2009,,,,,1740835819.8008,,,,,
Lesotho,2008,,,,,1766820422.4798,,,,,
Lesotho,2007,,,,,1682025303.1603,,,,,
Lesotho,2006,,,,,1800092519.44933,,,,,
Lesotho,2005,,,,,1682343439.30976,,,,,
Lesotho,2004,,,,,1511236655.52047,,,,,
Lesotho,2003,,,,,1157825409.28048,,,,,
Lesotho,2002,,,,,775777263.090784,,,,,
Lesotho,2001,,,,,825706961.238689,,,,,
Lesotho,2000,,,,,887291645.302466,,,,,
Lesotho,1999,,,,,912773656.150185,,,,,
Lesotho,1998,,,,,928460865.117733,,,,,
Lesotho,1997,,,,,998004330.90987,,,,,
Lesotho,1996,,,,,946112456.168268,,,,,
Lesotho,1995,,,,,1001894000.27846,,,,,
Lesotho,1994,,,,,878250862.834133,,,,,
Lesotho,1993,,,,,835582169.020455,,,,,
Lesotho,1992,,,,,831029813.140829,,,,,
Lesotho,1991,,,,,704325366.718393,,,,,
Lesotho,1990,,,,,596410302.16263,,,,,
Lithuania,2020,,,,,56914826860.6918,,,,,
Lithuania,2019,,,,,54760617012.9166,,,,,
Lithuania,2018,,,,,53751411409.4437,,,,,
Lithuania,2017,,,,,47758736931.7805,,,,,
Lithuania,2016,,,,,43047309305.7375,,,,,
Lithuania,2015,,,,,41435533340.3883,,,,,
Lithuania,2014,,,,,48533659592.1728,,,,,
Lithuania,2013,,,,,46523420074.4372,,,,,
Lithuania,2012,,,,,42927454291.478,,,,,
Lithuania,2011,,,,,43535051482.3869,,,,,
Lithuania,2010,,,,,37128694028.243,,,,,
Lithuania,2009,,,,,37388122046.1496,,,,,
Lithuania,2008,,,,,47797551587.8823,,,,,
Lithuania,2007,,,,,39697891351.9431,,,,,
Lithuania,2006,,,,,30183575103.5262,,,,,
Lithuania,2005,,,,,26097677571.8373,,,,,
Lithuania,2004,,,,,22627507451.5648,,,,,
Lithuania,2003,,,,,18781721376.1985,,,,,
Lithuania,2002,,,,,14259781159.0119,,,,,
Lithuania,2001,,,,,12237388001.7264,,,,,
Lithuania,2000,,,,,11524776866.6379,,,,,
Lithuania,1999,,,,,10971583944.7561,,,,,
Lithuania,1998,,,,,11239547690.9797,,,,,
Lithuania,1997,,,,,10118631851.5322,,,,,
Lithuania,1996,,,,,8382519637.46224,,,,,
Lithuania,1995,,,,,7867140395.33705,,,,,
Lithuania,1994,,,,,,,,,,
Lithuania,1993,,,,,,,,,,
